id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6208836,Renovated 1 Bed in Heart of Hoboken Close to NYC,26810850,Michael,,Ward D (councilmember Michael Yun),40.74918,-74.02945,Entire home/apt,175,5,79,2022-07-25,0.88,1,95,4,
6364709,Bright Big 2BR 15 Minutes Time Square Upto 8 Guest,443343607,Kevin,,Ward D (councilmember Michael Yun),40.76372,-74.03472,Entire home/apt,105,3,389,2022-09-05,4.35,37,279,72,
6377025,A Great Place to call home!,259623,Nkechi,,Ward D (councilmember Michael Yun),40.74945,-74.05777,Private room,33,3,18,2022-09-08,0.20,1,316,2,
6560546,"Le Jardin Rouge  15 min from NYC,",2588186,Massimo,,Ward C (councilmember Richard Boggiano),40.73348,-74.06805,Entire home/apt,95,90,35,2020-01-09,0.41,2,229,0,
6591590,"CLOSE TO NEW YORK, AFFORDABLE STAY",34485198,Lilian,,Ward D (councilmember Michael Yun),40.75783,-74.04104,Entire home/apt,129,3,93,2022-09-12,1.05,2,323,17,
6628558,10min Subway to Downtown Manhattan,34696958,Jie,,Ward B (councilmember Mira Prinz-Arey),40.72534,-74.07198,Entire home/apt,82,150,39,2022-06-30,0.44,1,265,1,
6647114,“Cozy Corner”: Greenwich Village Sanctuary,3579116,Kristin,,Ward E (councilmember James Solomon),40.73135,-74.00371,Private room,150,3,76,2022-07-23,0.86,2,66,3,
6661852,"Cozy, charming near NYC",34869848,Ross,,Ward F (councilmember Jermaine D. Robinson),40.71111,-74.06366,Entire home/apt,79,3,181,2022-08-22,2.05,1,30,30,
6897066,Fantastic 1 Bedroom in Soho,7895505,Bobby,,Ward E (councilmember James Solomon),40.72603,-74.00382,Entire home/apt,225,30,2,2021-10-24,0.12,1,324,1,
6923359,Walk to the skylines view of NYC Manhattan,8713716,Juan & April,,Ward D (councilmember Michael Yun),40.75073,-74.04889,Entire home/apt,89,2,206,2022-08-25,2.35,5,267,4,PERMIT NO. STR22-005
6988606,"West Village charm! queen bed+full office, pets ok",36640518,Michelle,,Ward E (councilmember James Solomon),40.72879,-74.00419,Entire home/apt,404,3,2,2022-06-06,0.31,1,133,2,
7004408,Cozy & Zen Manhattan Soho Appartment,21641864,Yann,,Ward E (councilmember James Solomon),40.72763,-74.00254,Entire home/apt,230,5,127,2022-08-15,1.46,1,221,31,
7010668,Entire 2BR Apt in JSQ,36754017,Bez,,Ward C (councilmember Richard Boggiano),40.73373,-74.06804,Entire home/apt,105,28,2,2020-12-28,0.03,1,67,0,
7114929,Private room great location nearby NYC...,27563833,Spontaneously Living,,Ward D (councilmember Michael Yun),40.74488,-74.04738,Private room,58,7,39,2022-05-25,0.52,3,167,10,
7144168,Modern Furnished One BR By Grove ST,37412692,Kim,,Ward E (councilmember James Solomon),40.71909,-74.0387,Entire home/apt,116,365,6,2018-05-03,0.07,13,365,0,
7310835,SoHo 2 Bedroom 2 Full Bath with Private Terrace,3390947,Yulia,,Ward E (councilmember James Solomon),40.71931,-74.00423,Entire home/apt,1450,3,46,2022-07-19,0.54,1,73,7,
7347688,[Newport]  Cozy Private Bedroom,38493663,Abigail,,Ward E (councilmember James Solomon),40.72138,-74.03692,Private room,90,4,1,2018-04-11,0.02,1,0,0,
7410358,Cozy 1 bedroom apt in Hoboken,5107328,Rinol,,Ward D (councilmember Michael Yun),40.74445,-74.03844,Entire home/apt,148,4,29,2022-09-06,0.34,1,109,8,
7535655,Luxurious Furnished Studio - 70A60A,37412692,Kim,,Ward E (councilmember James Solomon),40.71417,-74.03681,Entire home/apt,149,365,24,2020-02-22,0.44,13,365,0,
7535715,Luxury Studio close to NYC E0c BB04,37412692,Kim,,Ward E (councilmember James Solomon),40.71935,-74.03956,Entire home/apt,143,365,13,2019-02-15,0.15,13,365,0,
7553796,"Modern, Spacious, Light-filled Home",39591604,Yvonne,,Ward F (councilmember Jermaine D. Robinson),40.71103,-74.07346,Entire home/apt,176,7,0,,,1,257,0,
7768076,Grand Space. BEST NYC VIEW/parking,39079406,Mami And Osho,,Ward D (councilmember Michael Yun),40.76201,-74.02822,Entire home/apt,145,3,93,2022-09-09,1.09,1,24,13,
7768246,(A) At the foot of the Statute,36265155,Yoko,,Ward F (councilmember Jermaine D. Robinson),40.71128,-74.05898,Entire home/apt,139,4,327,2022-08-13,3.78,2,40,19,
7816449,Dreamlike Soho loft and rooftop,1317360,John,,Ward E (councilmember James Solomon),40.72222,-74.00112,Entire home/apt,1143,10,46,2021-06-13,0.54,1,353,0,
7859250,(B) At the foot of the Statute,36265155,Yoko,,Ward F (councilmember Jermaine D. Robinson),40.71184,-74.05739,Entire home/apt,125,7,374,2022-06-23,4.34,2,37,17,
7875285,Luxe Summer apt 5 mnts from NYC!,31780028,Sapna M,,Ward E (councilmember James Solomon),40.72496,-74.03769,Entire home/apt,120,15,0,,,1,0,0,
7900575,"Charming, quiet West Village studio with kittens",41657584,Beatriz,,Ward E (councilmember James Solomon),40.73558,-74.00479,Entire home/apt,150,4,16,2022-08-28,0.19,1,5,4,
8055894,Private 2 bedrooms apartment- 15 minutes to NY,32130972,Maggie,,Ward D (councilmember Michael Yun),40.75869,-74.03642,Entire home/apt,110,7,67,2022-08-22,0.79,1,271,7,
8071687,Historic Townhouse Apartment,36481078,Timur,,Ward E (councilmember James Solomon),40.72599,-74.0053,Entire home/apt,385,3,156,2022-09-10,1.83,1,223,45,
8240035,Spacious 2 Bedroom Apartment in Brick Row House,43454019,Mark,,Ward D (councilmember Michael Yun),40.74443,-74.05992,Entire home/apt,122,2,236,2022-09-03,2.82,1,97,36,STR 21-00050
8268849,Private Floor in SOHO Townhouse,43599290,Scott,,Ward E (councilmember James Solomon),40.72214,-74.00443,Entire home/apt,202,1,210,2022-08-30,2.67,3,274,41,
8281045,"Simple room, charming neighborhood (FEMALE ONLY)",210012,New,,Ward D (councilmember Michael Yun),40.76172,-74.0393,Private room,39,4,26,2022-06-19,0.31,2,0,2,
8597726,Bright 1.5BR near Grove St PATH,2666704,Alex,,Ward E (councilmember James Solomon),40.72414,-74.04911,Entire home/apt,78,13,16,2022-07-07,0.19,1,0,1,
8703242,1BR 1BA w/ Parking - 29 days minimum stay,45688009,Bo,,Ward F (councilmember Jermaine D. Robinson),40.71491,-74.06297,Entire home/apt,90,29,23,2022-03-05,0.27,1,18,1,
8720702,Bright Modern Luxury with Statue of Liberty Views!,2549463,Jade,,Ward E (councilmember James Solomon),40.70894,-74.01536,Entire home/apt,582,30,1,2019-11-03,0.03,1,0,0,
8761013,"UNFURNISHED!!!.STUNNING 1661SFT, SOHO/TRIBECA LOFT",18062807,Marcelo,,Ward E (councilmember James Solomon),40.72442,-74.00998,Entire home/apt,399,360,5,2018-05-02,0.06,1,364,0,
8823913,Cute room in the heart of Los Angeles,28272799,Este,,Ward E (councilmember James Solomon),40.71369,-74.00693,Private room,43,30,0,,,1,66,0,
8943358,Loved by NYLocals Private Room SoHo,2695451,Elle,,Ward E (councilmember James Solomon),40.72557067871094,-74.00360870361328,Private room,144,1,386,2022-09-12,4.62,2,17,74,
9127133,Beautiful Apt 20 Min to NYC / Parking Available,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76095,-74.04053,Entire home/apt,109,30,132,2022-09-12,1.62,69,271,9,
9149930,247-9 Prime West village Charming 1BR Step2 subway,2119276,Eran,,Ward E (councilmember James Solomon),40.73764,-74.0041,Entire home/apt,175,30,20,2022-07-17,0.31,7,297,2,
9170657,"Lovely 1, 2, or 3 Bedroom Home Mins To NYC",47725692,Charles,,Ward B (councilmember Mira Prinz-Arey),40.71999,-74.08638,Entire home/apt,126,5,159,2022-09-08,1.93,1,350,10,
9175459,"Location, Location, Location Meat Packing District",10621862,Shawn,,Ward E (councilmember James Solomon),40.74087,-74.00554,Entire home/apt,180,3,17,2022-06-05,0.22,1,0,3,
9180937,Sleeps 12 (3 Bed Room's)  Park View Home!!,11190436,Peter,,Ward D (councilmember Michael Yun),40.75397,-74.04011,Entire home/apt,226,7,108,2021-04-24,1.29,16,351,0,
9301351,#Entire Apartment 10 min from NYC,23126253,Danny,,Ward D (councilmember Michael Yun),40.76809,-74.03469,Entire home/apt,304,3,36,2022-07-16,0.45,9,274,3,
9301505,#Apartment 10 minutes from NYC,23126253,Danny,,Ward D (councilmember Michael Yun),40.76699,-74.03512,Entire home/apt,325,3,51,2022-09-11,0.62,9,271,12,
9329465,"Jersey City, 20 Min. to Manhattan",4307314,Daniel,,Ward C (councilmember Richard Boggiano),40.72911,-74.05641,Entire home/apt,190,3,121,2022-09-11,1.47,1,61,7,
9411201,Duplex 1 bedroom w/ French Door Balcony,6512985,Felita,,Ward D (councilmember Michael Yun),40.74225,-74.03911,Entire home/apt,150,2,12,2022-08-28,1.88,1,123,12,
9445593,"SoHo Apt. in Historic Townhouse, Private Terrace",48949937,Jocelyn,,Ward E (councilmember James Solomon),40.72435,-74.00362,Entire home/apt,380,5,145,2022-09-01,1.82,2,20,8,
9528158,Sunny Private Room with Private Bathroom in JC,49357921,Ying,,Ward A (councilmember Denise Ridley),40.69337,-74.09016,Private room,58,30,21,2021-12-31,0.26,7,354,2,
9531923,BRIGHT AND COZY APARTMENT MINUTES TO NEW YORK CITY,49375477,Kenia & Rod,,Ward D (councilmember Michael Yun),40.74996,-74.05218,Entire home/apt,85,30,238,2022-08-31,2.91,2,180,8,
9537507,15 min to Time Square / Off Site Parking Included,42219345,Claudia,,Ward D (councilmember Michael Yun),40.77077,-74.03251,Entire home/apt,95,31,125,2022-02-20,1.59,69,334,9,
9563868,"Downtown Airy Designer Loft, 1000 sq/ft terrace",49513668,Jaclyn,,Ward E (councilmember James Solomon),40.71082,-74.00674,Entire home/apt,200,30,211,2022-08-13,2.56,1,210,2,
9565291,Private cozy room,49357921,Ying,,Ward A (councilmember Denise Ridley),40.69478,-74.0901,Private room,42,30,37,2021-12-05,0.45,7,230,1,
9594147,Cozy red studio 15 min walk to JSQ path station,27553074,Ozgun,,Ward F (councilmember Jermaine D. Robinson),40.72419,-74.06623,Entire home/apt,90,29,206,2022-01-20,2.51,3,227,3,
9725154,Amazing NYC Family Flat 20 min to Time Square,42219345,Claudia,,Ward D (councilmember Michael Yun),40.75593,-74.03612,Entire home/apt,126,35,131,2022-08-21,1.96,69,286,25,
9752005,A Quiet Room in the West Village,4173415,Pedro,,Ward E (councilmember James Solomon),40.73833,-74.0042,Private room,100,1,291,2022-09-16,3.56,1,271,123,
9753240,Sun-drenched SoHo Duplex Loft,1342653,Andrew,,Ward E (councilmember James Solomon),40.72719,-74.00266,Entire home/apt,750,7,16,2020-12-06,0.20,1,133,0,
9844322,Apartment for Family visiting NYC,23126253,Danny,,Ward D (councilmember Michael Yun),40.763,-74.0359,Entire home/apt,304,3,27,2021-10-03,0.34,9,273,2,
9927766,"Semi Basement, Semi sótano 
not parking friendly",51032795,Rafael,,Ward D (councilmember Michael Yun),40.75731,-74.04513,Entire home/apt,63,2,238,2022-09-12,2.89,1,83,30,
10245726,Beautiful 3BRMS 2 BATHS APT near NY,20580419,Liliana,,Ward D (councilmember Michael Yun),40.75174,-74.05405,Entire home/apt,155,2,287,2022-09-02,3.55,3,294,37,
10263992,Plush 1BR Near Statue of Liberty,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.72316,-74.03632,Entire home/apt,329,27,2,2019-09-02,0.03,52,364,0,
10264196,Spacious 1BR | Work desk | Gym+Rooftop | JC by GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.72337,-74.03718,Entire home/apt,329,27,11,2020-12-19,0.16,52,364,0,
10264615,Bright+Spacious 1BR | Work Desk + WiFi | Near PATH,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,329,27,2,2020-01-19,0.06,52,364,0,
10264857,Spacious 1BR |  Work from Home| Jersey City by GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,359,27,2,2020-06-11,0.03,52,351,0,
10267085,Private Jersey City 2 Bedroom Apartment near PATH,9419684,Churchill,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,459,27,12,2017-12-29,0.15,40,362,0,
10278537,Freedom BSMT Room,49357921,Ying,,Ward A (councilmember Denise Ridley),40.69386,-74.08891,Private room,35,30,10,2022-05-31,0.15,7,237,3,
10280611,Clean Spacious 2 Bedroom Apartment in Jersey City,9419684,Churchill,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,459,27,16,2019-07-07,0.20,40,362,0,
10357196,Private 1BR |Full Kitchen & Washer/D |Close to NYC,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.740677,-74.02778,Entire home/apt,289,9,8,2022-05-29,0.11,52,361,4,
10358237,Spacious & Private 1BR | Hoboken Waterfront | GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.740677,-74.02778,Entire home/apt,289,9,1,2020-10-05,0.04,52,350,0,
10358604,Spacious 1BR | Kitchen | Hoboken Waterfront | GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.73945,-74.02695,Entire home/apt,289,10,7,2022-03-20,0.11,52,361,1,
10360336,Modern 1BR | WiFi+Business Center | Near Path |GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,359,27,5,2020-02-02,0.08,52,351,0,
10361564,Private&Clean 1BR | Workspace | Jersey City by GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,329,27,7,2020-08-30,0.10,52,365,0,
10362044,Modern Newport 1BR | Full Kitchen | Work Desk| GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,329,27,1,2017-12-29,0.02,52,364,0,
10364394,Mins to NYC/Hoboken/Jersey city/Private room/Q bed,53341963,Marlyne,,Ward A (councilmember Denise Ridley),40.67254,-74.11093,Private room,60,14,21,2021-11-13,0.27,1,350,1,
10377069,Contemporary 1-BR Downtown J.C.,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,329,27,1,2016-06-17,0.01,52,364,0,
10379027,Posh 2BR in Downtown J.C.,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,459,27,1,2019-11-04,0.03,52,363,0,
10382107,Homey 1BR with Beautiful Views,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,359,27,2,2019-08-22,0.03,52,353,0,
10383251,Cozy 2-BR Downtown Jersey City Apt + View,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.72517,-74.03793,Entire home/apt,359,27,2,2017-12-27,0.03,52,89,0,
10383764,2-Bedroom Apartment in Downtown Jersey City,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,459,27,2,2019-08-31,0.03,52,362,0,
10384214,Private 2BR | Work from home | Jersey City by GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,499,27,11,2021-12-03,0.14,52,344,1,
10384889,Spacious 2BR Apt | Full Kitchen | Laundry | Gym,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,459,27,1,2018-12-31,0.02,52,362,0,
10385587,Plush 2BR in Jersey City,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,459,27,1,2020-01-26,0.03,52,363,0,
10385819,Spacious 2BR | Work Desk + W/D| Jersey City by GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,459,27,25,2022-01-08,0.38,52,362,1,
10429121,Spacious 1BR | Gym |  Downtown JC Newport | by GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,359,27,3,2019-12-20,0.05,52,351,0,
10430238,Comfort 1BR in Jersey City + Nice Views,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,359,27,4,2020-02-16,0.12,52,353,0,
10433794,Clean Hoboken 1BR | Washer/D | Full Kitchen | GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.740677,-74.02778,Entire home/apt,289,9,3,2017-06-23,0.04,52,4,0,
10492376,1 Bedroom near to Grove street PATH,37412692,Kim,,Ward E (councilmember James Solomon),40.71927,-74.03998,Entire home/apt,130,365,3,2019-05-16,0.04,13,365,0,
10604066,Colonial home 15min Manhattan 10min Newark Airport,53869268,José/Gilda,,Ward A (councilmember Denise Ridley),40.68546,-74.10541,Entire home/apt,164,2,87,2022-09-07,1.51,1,359,20,
10655206,One bedroom rental unit w/ access to pool and gym,1397620,Vanessa,,Ward C (councilmember Richard Boggiano),40.73656,-74.0484,Entire home/apt,219,7,1,2022-09-13,1,1,67,1,
10753012,Warm & Welcoming room 3 blocks to PATH train $42,55599663,Lorraine,,Ward F (councilmember Jermaine D. Robinson),40.71865,-74.04918,Private room,42,29,32,2022-09-01,0.42,3,110,3,
10904371,Deluxe Furnished 1BR Hoboken Apt.,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.740677,-74.02778,Entire home/apt,289,9,1,2017-08-04,0.02,52,361,0,
10904842,Hoboken 1BR | Travel Nurse Friendly |Min. from NYC,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.740677,-74.02778,Entire home/apt,289,9,5,2021-10-02,0.06,52,361,1,
10905293,Hoboken 1BR | Desk+WiFi | Near Hospitals | by GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.740677,-74.02778,Entire home/apt,289,9,2,2018-02-16,0.03,52,4,0,
10906061,Spacious Hoboken 2BR | Work Remote | Close to NYC,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.740677,-74.02778,Entire home/apt,349,9,9,2022-01-16,0.12,52,342,3,
10989968,Lux 1BR Downtown Jersey City,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,329,27,1,2020-03-24,0.03,52,364,0,
10991109,Spacious & Private 2BR | Downtown Jersey City,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,499,27,5,2020-10-27,0.11,52,344,0,
11121401,"Super clean, sunny, and close to NYC No parties!!",30560014,Moe,,Ward A (councilmember Denise Ridley),40.69744,-74.10419,Entire home/apt,196,2,31,2021-08-15,0.41,2,230,0,
11144719,"Pool, Gym & More! 1BR ✰ Steps to PATH, Ferry",30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,359,27,2,2021-02-14,0.06,52,353,0,
11497428,Spacious Apt 10 Min from Manhattan,4318265,Bob & Francois,,Ward E (councilmember James Solomon),40.71871,-74.04462,Entire home/apt,146,5,158,2022-09-09,2.05,2,94,31,
11910742,Zen large  studio located in the heart of Chelsea,62745867,Tatiane,,Ward E (councilmember James Solomon),40.74014,-74.0023,Entire home/apt,265,30,2,2022-04-15,0.03,1,365,1,
12068200,Lower Manhattan Loft In Tribeca,64660747,J.,,Ward E (councilmember James Solomon),40.716667484807154,-74.00397062345128,Entire home/apt,190,30,7,2022-01-16,0.09,3,167,2,
12248292,Private Room & Bathroom with doorman -Clean & Safe,65931505,Nelson,,Ward D (councilmember Michael Yun),40.75036,-74.03149,Private room,64,4,36,2022-09-08,0.72,1,282,16,
12325106,Pinkie Room (female only),49357921,Ying,,Ward A (councilmember Denise Ridley),40.69489,-74.08953,Private room,31,30,30,2019-05-19,0.39,7,230,0,
12328806,Sleeps 12 3 BR's NY Skyline!,11190436,Peter,,Ward D (councilmember Michael Yun),40.75709,-74.03636,Entire home/apt,333,3,115,2022-08-20,1.48,16,330,2,
12343098,Gorgeous West Village Three-Bedroom Apartment,66640174,E.C.,,Ward E (councilmember James Solomon),40.73144,-74.0094,Entire home/apt,1600,30,59,2020-02-28,0.76,1,364,0,
12344618,3rd Floor Brownstone in Jersey City,18494549,Manuel,,Ward F (councilmember Jermaine D. Robinson),40.72003,-74.0668,Entire home/apt,69,29,303,2022-08-31,3.88,2,261,5,
12368959,Cozy Apt /Parking Avail for a fee - 20 min to NYC,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76711,-74.04142,Entire home/apt,95,2,137,2022-09-12,1.77,69,350,11,
12897525,Cozy Entire Apartment-10 minutes to NYC!,23126253,Danny,,Ward D (councilmember Michael Yun),40.76736,-74.03501,Entire home/apt,232,3,35,2022-01-03,0.45,9,329,7,
13149857,Brand new 1BR apartment,73356225,Yonghe,,Ward D (councilmember Michael Yun),40.76821,-74.03503,Entire home/apt,140,1,53,2021-12-18,0.69,3,50,1,
